education - Split 1,education - Split 2,education - Split 3,education - Split 4,education - Split 5,almamater - Split 1,almamater - Split 2,almamater - Split 3,almamater - Split 4,name,wiki_link,age,country_born,state_born,city_born,nationality,almamater,education,Gender,occupation,political_party
,,,,,,,,,Jason Alexander,https://en.wikipedia.org/wiki/Jason_Alexander,59,U.S.,New Jersey,Newark,American,,,M,"['Actor', 'voice actor', 'comedian', 'singer', 'director']",
,,,,,,,,,Kathy Bates,https://en.wikipedia.org/wiki/Kathy_Bates,70,U.S.,Tennessee,Memphis,American,,,F,"['Actress', 'director']",
,,,,,,,,,Bill Murray,https://en.wikipedia.org/wiki/Bill_Murray,68,U.S.,Illinois,Evanston,American,,,M,"['Actor', 'comedian', 'writer']",
,,,,,,,,,Amy Sedaris,https://en.wikipedia.org/wiki/Amy_Sedaris,57,U.S.,New York,Endicott,American,,,F,"['Actress', 'comedian', 'writer']",
,,,,,,,,,Derek DelGaudio,https://en.wikipedia.org/wiki/Derek_DelGaudio,,U.S.,California,Huntington Beach,American,,,M,"['Performance artist', 'writer', 'magician']",
,,,,,,,,,Jay Pharoah,https://en.wikipedia.org/wiki/Jay_Pharoah,31,U.S.,Virginia,Chesapeake,American,,,M,"['Actor', 'comedian', 'rapper']",
,,,,,,,,,Tyler Perry,https://en.wikipedia.org/wiki/Tyler_Perry,49,U.S.,Louisiana,New Orleans,American,,,M,"['Actor', 'playwright', 'filmmaker', 'comedian']",
,,,,,,,,,Alia Shawkat,https://en.wikipedia.org/wiki/Alia_Shawkat,29,U.S.,California,Riverside,American,,,F,"['Actress', 'producer']",
,,,,,,,,,Justin Timberlake,https://en.wikipedia.org/wiki/Justin_Timberlake,37,U.S.,Tennessee,Memphis,American,,,M,"['Singer', 'songwriter', 'actor', 'dancer', 'record producer']",
,,,,,,,,,Matt Damon,https://en.wikipedia.org/wiki/Matt_Damon,48,U.S.,Massachusetts,Cambridge,American,,,M,"['Actor', 'filmmaker', 'producer with Pearl Street Films', 'screenwriter']",
,,,,,,,,,Dennis Rodman,https://en.wikipedia.org/wiki/Dennis_Rodman,57,U.S.,New Jersey,Trenton,American,,,M,['Basketball Player'],
,,,,,,,,,50 Cent,https://en.wikipedia.org/wiki/50_Cent,43,U.S.,New York,New York City,American,,,M,"['Rapper', 'singer', 'songwriter', 'actor', 'businessman', 'investor', 'television producer']",
,,,,,,,,,Thomas Lennon,https://en.wikipedia.org/wiki/Thomas_Lennon,48,U.S.,Illinois,Oak Park,American,,,M,"['Actor', 'comedian', 'screenwriter', 'producer', 'director']",
,,,,,,,,,Willem Dafoe,https://en.wikipedia.org/wiki/Willem_Dafoe,63,U.S.,Wisconsin,Appleton,American,,,M,['Actor'],
,,,,,,,,,Gwyneth Paltrow,https://en.wikipedia.org/wiki/Gwyneth_Paltrow,46,U.S.,California,Los Angeles,American,,,F,"['Actress', 'singer', 'writer']",
,,,,,,,,,Michael Shannon,https://en.wikipedia.org/wiki/Michael_Shannon,44,U.S.,Kentucky,Lexington,American,,,M,"['Actor', 'musician']",
,,,,,,,,,Bernadette Peters,https://en.wikipedia.org/wiki/Bernadette_Peters,70,U.S.,New York,New York City,American,,,F,"['Actress', 'singer', 'author']",
,,,,,,,,,Yara Shahidi,https://en.wikipedia.org/wiki/Yara_Shahidi,18,U.S.,Minnesota,Minneapolis,American,,,F,"['actress', 'model', 'activist']",
,,,,,,,,,Nathan Lane,https://en.wikipedia.org/wiki/Nathan_Lane,62,U.S.,New Jersey,Jersey City,American,,,M,"['Actor', 'writer']",
,,,,,,,,,Sebastian Maniscalco,https://en.wikipedia.org/wiki/Sebastian_Maniscalco,45,U.S.,Illinois,,American,,,M,['Stand-up Comedian'],
,,,,,,,,,Justin Hartley,https://en.wikipedia.org/wiki/Justin_Hartley,41,U.S.,Illinois,Knoxville,American,,,M,['Actor'],
,,,,,,,,,Reese Witherspoon,https://en.wikipedia.org/wiki/Reese_Witherspoon,42,U.S.,Louisiana,New Orleans,American,,,F,"['Actress, producer, entrepreneur']",
,,,,,,,,,Adam Rippon,https://en.wikipedia.org/wiki/Adam_Rippon,28,U.S.,Pennsylvania,Scranton,American,,,M,['Figure skater'],
,,,,,,,,,Tom Brady,https://en.wikipedia.org/wiki/Tom_Brady,41,U.S.,California,San Mateo County,American,,,M,['American football player'],
,,,,,,,,,Drew Barrymore,https://en.wikipedia.org/wiki/Drew_Barrymore,43,U.S.,California,Culver City,American,,,F,"['Actress', 'producer', 'director', 'author', 'model', 'entrepreneur']",
,,,,,,,,,Adam DeVine,https://en.wikipedia.org/wiki/Adam_DeVine,34,U.S.,Iowa,Waterloo,American,,,M,"['Actor', 'comedian', 'singer', 'screenwriter', 'producer']",
,,,,,,,,,Hilary Swank,https://en.wikipedia.org/wiki/Hilary_Swank,44,U.S.,Nebraska,Lincoln,American,,,F,"['Actress', 'producer']",
,,,,,,,,,Keri Russell,https://en.wikipedia.org/wiki/Keri_Russell,42,U.S.,California,Fountain Valley,American,,,F,"['Actress', 'dancer']",
,,,,,,,,,Tom Segura,https://en.wikipedia.org/wiki/Tom_Segura,39,U.S.,Ohio,,American,,,M,['Stand-up Comedian'],
,,,,,,,,,Ann Dowd,https://en.wikipedia.org/wiki/Ann_Dowd,62,U.S.,Massachusetts,Holyoke,American,,,F,['Actress'],
,,,,,,,,,Helen Hunt,https://en.wikipedia.org/wiki/Helen_Hunt,55,U.S.,California,Culver City,American,,,F,"['Actress', 'director', 'screenwriter']",
,,,,,,,,,Michael B. Jordan,https://en.wikipedia.org/wiki/Michael_B._Jordan,31,U.S.,California,Santa Ana,American,,,M,['Actor'],
,,,,,,,,,Dean Baquet,https://en.wikipedia.org/wiki/Dean_Baquet,62,U.S.,Louisiana,New Orleans,American,,,M,"['Executive editor', 'The New York Times']",
,,,,,,,,,David Cross,https://en.wikipedia.org/wiki/David_Cross,54,U.S.,Georgia,Atlanta,American,,,M,['Stand-up Comedian'],
,,,,,,,,,Mandy Moore,https://en.wikipedia.org/wiki/Mandy_Moore,34,U.S.,New Hampshire,Nashua,American,,,F,"['Singer', 'songwriter', 'actress']",
,,,,,,,,,Jeff Glor,https://en.wikipedia.org/wiki/Jeff_Glor,43,U.S.,New York,Buffalo,American,,,M,"['Journalist', 'correspondent', 'news anchor']",
,,,,,,,,,David Koechner,https://en.wikipedia.org/wiki/David_Koechner,56,U.S.,Missouri,Tipton,American,,,M,"['Actor', 'comedian']",
,,,,,,,,,Alicia Silverstone,https://en.wikipedia.org/wiki/Alicia_Silverstone,42,U.S.,California,San Francisco,American,,,F,['Actress'],
,,,,,,,,,Tom Papa,https://en.wikipedia.org/wiki/Tom_Papa,49,U.S.,New Jersey,Passaic,American,,,M,"['Standup comedian', 'actor', 'producer', 'writer', 'Author', 'TV Radio Host']",
,,,,,,,,,Betty Gilpin,https://en.wikipedia.org/wiki/Betty_Gilpin,32,U.S.,New York,New York City,American,,,F,['Actress'],
,,,,,,,,,Liza Koshy,https://en.wikipedia.org/wiki/Liza_Koshy,22,U.S.,Texas,Houston,American,,,F,['Youtuber'],
,,,,,,,,,Dwayne Johnson,https://en.wikipedia.org/wiki/Dwayne_Johnson,46,U.S.,California,Hayward,American,,,M,['Actor'],
,,,,,,,,,Liv Tyler,https://en.wikipedia.org/wiki/Liv_Tyler,41,U.S.,New York,New York City,American,,,F,"['Actress', 'producer', 'model']",
,,,,,,,,,Colleen Ballinger,https://en.wikipedia.org/wiki/Colleen_Ballinger,33,U.S.,California,Santa Barbara,American,,,F,['Youtuber'],
,,,,,,,,,Chrissy Metz,https://en.wikipedia.org/wiki/Chrissy_Metz,38,U.S.,Florida,Homestead,American,,,F,"['Actress', 'singer']",
,,,,,,,,,Janelle Monáe,https://en.wikipedia.org/wiki/Janelle_Mon%C3%A1e,32,U.S.,Kansas,Kansas City,American,,,F,"['Singer', 'songwriter', 'rapper', 'record producer', 'actress', 'model']",
,,,,,,,,,Jace Norman,https://en.wikipedia.org/wiki/Jace_Norman,18,U.S.,New Mexico,Corrales,American,,,M,['Actor'],
,,,,,,,,,Ronda Rousey,https://en.wikipedia.org/wiki/Ronda_Rousey,31,U.S.,California,,American,,,M,['Professional Wrestler'],
,,,,,,,,,Paul Mecurio,https://en.wikipedia.org/wiki/Paul_Mecurio,,U.S.,Rhode Island,,American,,,M,['Comedian'],
,,,,,,,,,Adam Pally,https://en.wikipedia.org/wiki/Adam_Pally,36,U.S.,New York,New York City,American,,,M,"['Actor', 'comedian', 'writer']",
,,,,,,,,,Bobcat Goldthwait,https://en.wikipedia.org/wiki/Bobcat_Goldthwait,56,U.S.,New York,Syracuse,American,,,M,['Comedian'],
,,,,,,,,,Willie Nelson,https://en.wikipedia.org/wiki/Willie_Nelson,85,U.S.,Texas,Abbot,American,,,M,['Singer'],
,,,,,,,,,Iain Armitage,https://en.wikipedia.org/wiki/Iain_Armitage,10,U.S.,Virginia,,American,,,M,"['Actor', 'theater critic']",
,,,,,,,,,Nas,https://en.wikipedia.org/wiki/Nas,45,U.S.,New York,New York City,American,,,M,"['Rapper', 'entrepreneur', 'songwriter']",
,,,,,,,,,Cedric the Entertainer,https://en.wikipedia.org/wiki/Cedric_the_Entertainer,54,U.S.,Missouri,,American,,,M,['Game Show Host'],
,,,,,,,,,Damon Wayans Jr.,https://en.wikipedia.org/wiki/Damon_Wayans_Jr.,35,U.S.,Vermont,Huntington,American,,,M,"['Actor', 'comedian', 'writer']",
,,,,,,,,,Lady Gaga,https://en.wikipedia.org/wiki/Lady_Gaga,32,U.S.,New York,New York City,American,,,F,"['Singer', 'songwriter', 'actress', 'record producer']",
,,,,,,,,,Sam Elliott,https://en.wikipedia.org/wiki/Sam_Elliott,74,U.S.,California,Sacramento,American,,,M,['Actor'],
,,,,,,,,,Peter Dinklage,https://en.wikipedia.org/wiki/Peter_Dinklage,49,U.S.,New Jersey,Morristown,American,,,M,"['Actor', 'film producer']",
,,,,,,,,,Taylor Mac,https://en.wikipedia.org/wiki/Taylor_Mac,45,U.S.,California,,American,,,,['Playwright'],
,,,,,Colby College,,,,Billy Bush,https://en.wikipedia.org/wiki/Billy_Bush,47,U.S.,New York,New York City,American,['Colby College'],,M,"['Television presenter', 'radio personality']",
,,,,,Duke University,,,,Charlie Rose,https://en.wikipedia.org/wiki/Charlie_Rose,76,U.S.,North Carolina,Henderson,Amer,['Duke University'],,M,"['Talk show host', 'journalist']",
,,,,,Carnegie Mellon College of Fine Arts,,,,Josh Gad,https://en.wikipedia.org/wiki/Josh_Gad,37,U.S.,Florida,Hollywood,American,['Carnegie Mellon College of Fine Arts'],,M,"['Actor', 'comedian', 'singer']",
,,,,,University of Oregon School of Journalism,,,,Ann Curry,https://en.wikipedia.org/wiki/Ann_Curry,61,U.S.,Guam,,American,['University of Oregon School of Journalism'],,F,['Journalist'],
,,,,,University of Oklahoma,,,,Olivia Munn,https://en.wikipedia.org/wiki/Olivia_Munn,38,U.S.,Oklahoma,Oklahoma City,American,['University of Oklahoma'],,F,"['Actress', 'model']",
,,,,,University of Washington,,,,Anna Faris,https://en.wikipedia.org/wiki/Anna_Faris,41,U.S.,Maryland,Baltimore,American,['University of Washington'],,F,"['Actress', 'producer', 'comedian', 'author', 'podcaster']",
,,,,,University of Washington,,,,Kyle MacLachlan,https://en.wikipedia.org/wiki/Kyle_MacLachlan,59,U.S.,Washington,Yakima,American,['University of Washington'],,M,['Actor'],
,,,,,Gaiety School of Acting,,,,Olivia Wilde,https://en.wikipedia.org/wiki/Olivia_Wilde,34,U.S.,New York,New York City,American,['Gaiety School of Acting'],,F,"['Actress', 'model']",
,,,,,Bowdoin College,,,,DeRay McKesson,https://en.wikipedia.org/wiki/DeRay_McKesson,33,U.S.,Maryland,Baltimore,American,['Bowdoin College'],,M,"['Activist', 'podcaster']",
,,,,,Catholic University of America,,,,Susan Sarandon,https://en.wikipedia.org/wiki/Susan_Sarandon,72,U.S.,New York,New York City,American,['Catholic University of America'],,F,['Actress'],
,,,,,Catholic University of America,,,,John Slattery,https://en.wikipedia.org/wiki/John_Slattery,56,U.S.,Massachusetts,Boston,American,['Catholic University of America'],,M,"['Actor', 'director']",
,,,,,Colgate University,,,,Jeff Fager,https://en.wikipedia.org/wiki/Jeff_Fager,63,U.S.,Massachusetts,,American,['Colgate University'],,M,['Television producer'],
,,,,,DePaul University,,,,Judy Greer,https://en.wikipedia.org/wiki/Judy_Greer,43,U.S.,Michigan,Detroit,American,['DePaul University'],,F,"['Actress', 'model', 'author']",
,,,,,University of Virginia,,,,Tina Fey,https://en.wikipedia.org/wiki/Tina_Fey,48,U.S.,Pennsylvania,Upper Darby,American,['University of Virginia'],,F,"['Actress', 'comedian', 'writer', 'producer', 'playwright']",
,,,,,University of Virginia,,,,Katie Couric,https://en.wikipedia.org/wiki/Katie_Couric,61,U.S.,Virginia,Arlington,American,['University of Virginia'],,F,['Journalist'],
,,,,,University of Virginia,,,,Alexis Ohanian,https://en.wikipedia.org/wiki/Alexis_Ohanian,35,U.S.,New York,New York City,American,['University of Virginia'],,M,"['Entrepreneur', 'venture capitalist', 'investor']",
,,,,,University of Pennsylvania,,,,John Legend,https://en.wikipedia.org/wiki/John_Legend,39,U.S.,Ohio,Springfield,American,['University of Pennsylvania'],,M,"['Singer', 'songwriter', 'musician', 'actor']",
,,,,,University of Pennsylvania,,,,Candice Bergen,https://en.wikipedia.org/wiki/Candice_Bergen,72,U.S.,California,Beverly Hills,American,['University of Pennsylvania'],,F,"['Actress', 'fashion model']",
,,,,,Wesleyan University,,,,Lin-Manuel Miranda,https://en.wikipedia.org/wiki/Lin-Manuel_Miranda,38,U.S.,New York,New York City,American,['Wesleyan University'],,M,"['Composer', 'playwright', 'lyricist', 'actor']",
,,,,,University of Maine,,,,Stephen King,https://en.wikipedia.org/wiki/Stephen_King,71,U.S.,Maine,Portland,American,['University of Maine'],,M,"['Writer', 'actor', 'television producer', 'singer', 'musician']",
,,,,,Cornell University,,,,Bill Nye,https://en.wikipedia.org/wiki/Bill_Nye,62,U.S.,D.C.,Washington,American,['Cornell University'],,M,['Science Communicator'],
,,,,,University of Connecticut,,,,Bobby Moynihan,https://en.wikipedia.org/wiki/Bobby_Moynihan,41,U.S.,New York,,American,['University of Connecticut'],,M,['Actor'],
,,,,,Vassar College,,,,Jane Fonda,https://en.wikipedia.org/wiki/Jane_Fonda,80,U.S.,New York,New York City,American,['Vassar College'],,F,"['Actress', 'writer', 'activist']",
,,,,,Vassar College,,,,Justin Long,https://en.wikipedia.org/wiki/Justin_Long,40,U.S.,Connecticut,Fairfield,American,['Vassar College'],,M,"['Actor', 'comedian', 'humorist']",
,,,,,Vassar College,,,,Grace Gummer,https://en.wikipedia.org/wiki/Grace_Gummer,32,U.S.,New York,New York City,American,['Vassar College'],,F,['Actress'],
,,,,,University of North Carolina,,,,Wyatt Cenac,https://en.wikipedia.org/wiki/Wyatt_Cenac,42,U.S.,New York,New York City,American,['University of North Carolina'],,M,"['Actor', 'comedian', 'writer', 'producer']",
,,,,,Pratt Institute,,,,Phoebe Robinson,https://en.wikipedia.org/wiki/Phoebe_Robinson,34,U.S.,Ohio,,American,['Pratt Institute'],,F,['Comedian'],
,,,,,Columbia University,,,,Amanda Peet,https://en.wikipedia.org/wiki/Amanda_Peet,46,U.S.,New York,New York City,American,['Columbia University'],,F,['Actress'],
,,,,,Columbia University,,,,Casey Affleck,https://en.wikipedia.org/wiki/Casey_Affleck,43,U.S.,Massachusetts,Falmouth,American,['Columbia University'],,M,"['Actor', 'Director']",
,,,,,Columbia University,,,,Meghan McCain,https://en.wikipedia.org/wiki/Meghan_McCain,34,U.S.,Arizona,Phoenix,American,['Columbia University'],,F,"['Television host', 'author']",Republican
,,,,,Hampton University,,,,Wanda Sykes,https://en.wikipedia.org/wiki/Wanda_Sykes,54,U.S.,Virginia,Portsmouth,American,['Hampton University'],,F,"['Actress', 'comedian', 'writer']",
,,,,,College of William and Mary,,,,Michelle Wolf,https://en.wikipedia.org/wiki/Michelle_Wolf,33,U.S.,Pennsylvania,Hershey,American,['College of William and Mary'],,F,['Stand-up Comedian'],
,,,,,University of California,,,,Hasan Minhaj,https://en.wikipedia.org/wiki/Hasan_Minhaj,33,U.S.,California,Davis,American,"['University of California, Davis']",,M,['Stand-up Comedian'],
,,,,,Stanford University,,,,Issa Rae,https://en.wikipedia.org/wiki/Issa_Rae,33,U.S.,California,Los Angeles,American,['Stanford University'],,F,"['Actress', 'writer', 'director', 'producer']",
,,,,,Stanford University,,,,Gretchen Carlson,https://en.wikipedia.org/wiki/Gretchen_Carlson,52,U.S.,Minnesota,Anoka,American,['Stanford University'],,F,"['Author', 'television host']",
,,,,,Columbia College Chicago,,,,Lena Waithe,https://en.wikipedia.org/wiki/Lena_Waithe,34,U.S.,Illinois,Chicago,American,['Columbia College Chicago'],,F,"['Actress', 'producer',  'writer']",
,,,,,Emerson College,,,,Jen Kirkman,https://en.wikipedia.org/wiki/Jen_Kirkman,44,U.S.,Massachusetts,Needham,American,['Emerson College'],,F,['Stand-up comedian'],
,,,,,Emerson College,,,,Anthony Atamanuik,https://en.wikipedia.org/wiki/Anthony_Atamanuik,44,U.S.,,,American,['Emerson College'],,M,"['Comedian', 'actor','writer']",
,,,,,California State Polytechnic University,,,,Larry Wilmore,https://en.wikipedia.org/wiki/Larry_Wilmore,56,U.S.,Los Angeles County,California,American,['California State Polytechnic University'],,M,['Comedian'],
,,,,,Temple University,,,,Bob Saget,https://en.wikipedia.org/wiki/Bob_Saget,62,U.S.,Philadelphia,Pennsylvania,American,['Temple University'],,M,['Stand-up comedian'],
,,,,,Fordham University,,,,Denzel Washington,https://en.wikipedia.org/wiki/Denzel_Washington,63,U.S.,New York,Mount Vernon,American,['Fordham University'],,M,"['Actor', 'director', 'producer']",
,,,,,Gordon College,,,,Pete Holmes,https://en.wikipedia.org/wiki/Pete_Holmes,39,U.S.,Massachusetts,Lexington,American,['Gordon College'],,M,['Comedian'],
,,,,,Dartmouth College,,,,Jake Tapper,https://en.wikipedia.org/wiki/Jake_Tapper,49,U.S.,New York,New York City,American,['Dartmouth College'],,M,['Journalist'],Independent
,,,,,Dartmouth College,,,,Aisha Tyler,https://en.wikipedia.org/wiki/Aisha_Tyler,48,U.S.,California,San Francisco,American,['Dartmouth College'],,F,"['Talk show host', 'actress', 'comedian', 'author', 'producer', 'writer', 'director']",
,,,,,Denison University,,,,Steve Carell,https://en.wikipedia.org/wiki/Steve_Carell,56,U.S.,Massachusetts,Concord,American,['Denison University'],,M,"['Actor', 'comedian', 'producer', 'writer']",
,,,,,Oral Roberts University,,,,Joel Osteen,https://en.wikipedia.org/wiki/Joel_Osteen,55,U.S.,Texas,Houston,American,['Oral Roberts University'],,M,['Televangelist'],
,,,,,Oberlin College,,,,Ed Helms,https://en.wikipedia.org/wiki/Ed_Helms,44,U.S.,Georgia,Atlanta,American,['Oberlin College'],,M,"['Actor', 'comedian', 'singer']",
,,,,,Tisch School of Arts,,,,Idina Menzel,https://en.wikipedia.org/wiki/Idina_Menzel,47,U.S.,New York,New York City,American,['Tisch School of Arts'],,F,"['Actress', 'singer', songwriter']",
,,,,,Tisch School of Arts,,,,Justin Bartha,https://en.wikipedia.org/wiki/Justin_Bartha,40,U.S.,Florida,Fort Lauderdale,American,['Tisch School of Arts'],,M,['Actor'],
,,,,,Bryn Mawr College,,,,Margaret Hoover,https://en.wikipedia.org/wiki/Margaret_Hoover,40,U.S.,Colorado,,American,['Bryn Mawr College'],,F,['Political Commentator'],
,,,,,Southern Illinois University,,,,Bob Odenkirk,https://en.wikipedia.org/wiki/Bob_Odenkirk,56,U.S.,Illinois,Berwyn,American,['Southern Illinois University'],,M,"['Actor', 'comedian', 'director',  'producer',  'writer']",
,,,,,The University of Chicago,,,,Sarah Koenig,https://en.wikipedia.org/wiki/Sarah_Koenig,49,U.S.,New York,New York City,American,['The University of Chicago'],,F,"['Journalist', 'Public radio personality', 'former producer of the television and radio program This American Life']",
,,,,,The University of Chicago,,,,Sarah McDaniel,https://en.wikipedia.org/wiki/Sarah_Koenig,49,U.S.,New York,New York City,American,['The University of Chicago'],,F,"['Journalist', 'Public radio personality', 'former producer of the television and radio program This American Life']",
,,,,,Northwestern University,,,,Julia Louis-Dreyfus,https://en.wikipedia.org/wiki/Julia_Louis-Dreyfus,57,U.S.,New York,New York City,American,['Northwestern University'],,F,"['Actress', 'comedian', 'singer', 'producer']",
,,,,,Northwestern University,,,,Anna Baryshnikov,https://en.wikipedia.org/wiki/Anna_Baryshnikov,26,U.S.,New York,Palisades,American,['Northwestern University'],,F,['Actress'],
,,,,,Northwestern University,,,,Robin Thede,https://en.wikipedia.org/wiki/Robin_Thede,39,U.S.,Iowa,Spencer,American,['Northwestern University'],,F,"['Writer', 'actress', 'comedian']",
,,,,,Florida AampM University,,,,Roy Wood Jr.,https://en.wikipedia.org/wiki/Roy_Wood_Jr.,39,U.S.,Alabama,Birmingham,American,['Florida AampM University'],,M,"['Comedian', 'actor', 'disc jockey']",
,,,,,Occidental College,,,,Ben Affleck,https://en.wikipedia.org/wiki/Ben_Affleck,46,U.S.,California,Berkeley,American,['Occidental College'],,M,"['Actor', 'filmmaker']",Democratic
,,,,,Tisch School of the Arts,,,,Gina Rodriguez,https://en.wikipedia.org/wiki/Gina_Rodriguez_(actress),34,U.S.,Illinois,Chicago,American,['Tisch School of the Arts'],,F,"['Actress', 'activist']",
,,,,,Tisch School of the Arts,,,,Adam Savage,https://en.wikipedia.org/wiki/Adam_Savage,51,U.S.,New York,New York City,American,['Tisch School of the Arts'],,M,"['Designer', 'fabricator', 'actor', 'educator']",
,,,,,Tisch School of the Arts,,,,Molly Shannon,https://en.wikipedia.org/wiki/Molly_Shannon,54,U.S.,Ohio,Shaker Heights,American,['Tisch School of the Arts'],,F,['Actress'],
,,,,,Springfield College,,,,John Cena,https://en.wikipedia.org/wiki/John_Cena,41,U.S.,Massachusetts,West Newbury,American,['Springfield College'],,M,"['Professional wrestler', 'actor', 'voice actor', 'rapper', 'television host']",
,,,,,Royal Central School of Speech amp Drama,,,,Andrew Garfield,https://en.wikipedia.org/wiki/Andrew_Garfield,35,U.S.,California,Los Angeles,American,['Royal Central School of Speech amp Drama'],,M,['Actor'],
,,,,,Morehouse College,,,,Samuel L. Jackson,https://en.wikipedia.org/wiki/Samuel_L._Jackson,69,U.S.,D.C.,Washington,American,"['Morehouse College', 'B.A.']",,M,"['Actor', 'film producer']",
,,,,,SUNY Plattsburgh,,,,Anthony Weiner,https://en.wikipedia.org/wiki/Anthony_Weiner,54,U.S.,New York,New York City,American,['SUNY Plattsburgh'],,M,['Congressman'],Democratic
,,,,,Ruth Asawa San Francisco School of the Arts,,,,Sam Rockwell,https://en.wikipedia.org/wiki/Sam_Rockwell,49,U.S.,California,San Mateo County,American,['Ruth Asawa San Francisco School of the Arts'],,M,['Actor'],
,,,,,New York University,,,,Elizabeth Gilbert,https://en.wikipedia.org/wiki/Elizabeth_Gilbert,49,U.S.,Connecticut,Waterbury,American,['New York University'],,F,"['Novelist', 'memoirist']",
,,,,,New York University,,,,Aziz Ansari,https://en.wikipedia.org/wiki/Aziz_Ansari,35,U.S.,South Carolina,Columbia,American,['New York University'],,M,['stand-up comedian'],
,,,,,New York University,,,,Ilana Glazer,https://en.wikipedia.org/wiki/Ilana_Glazer,31,U.S.,New York,St.James,American,['New York University'],,F,"['Comedian', 'actress']",
