occupation - Split 1,education - Split 1,education - Split 2,education - Split 3,education - Split 4,education - Split 5,almamater - Split 1,almamater - Split 2,almamater - Split 3,almamater - Split 4,name,wiki_link,age,country_born,state_born,city_born,nationality,almamater,education,Gender,occupation,political_party
Journalists and Writers,Phillips Academy,,,,,Williams College,,,,Stacy Schiff,https://en.wikipedia.org/wiki/Stacy_Schiff,57,U.S.,Massachusetts,Adams,American,['Williams College'],"['Phillips Academy', 'Andover']",F,"['Writer', 'editor']",
Journalists and Writers,,,,,,New York University,,,,Julie Klausner,https://en.wikipedia.org/wiki/Julie_Klausner,40,U.S.,New York,New York City,American,['New York University'],,F,"['Writer', 'comedian', 'author']",
Journalists and Writers,,,,,,Northwestern University,,,,Robin Thede,https://en.wikipedia.org/wiki/Robin_Thede,39,U.S.,Iowa,Spencer,American,['Northwestern University'],,F,"['Writer', 'actress', 'comedian']",
Journalists and Writers,,,,,,University of Maine,,,,Stephen King,https://en.wikipedia.org/wiki/Stephen_King,71,U.S.,Maine,Portland,American,['University of Maine'],,M,"['Writer', 'actor', 'television producer', 'singer', 'musician']",
Journalists and Writers,,,,,,,,,,Erin Foster,https://en.wikipedia.org/wiki/Erin_Foster,36,U.S.,California,Los Angeles,American,,,F,"['Writer', 'performer']",
Journalists and Writers,Howard University,,,,,,,,,Ta-Nehisi Coates,https://en.wikipedia.org/wiki/Ta-Nehisi_Coates,43,U.S.,Maryland,Baltimore,American,,['Howard University'],M,"['Writer', 'Journalist']",
Journalists and Writers,Colorado School of Mines,Syracuse University,,,,,,,,George Saunders,https://en.wikipedia.org/wiki/George_Saunders,59,U.S.,Amarillo,Texas,American,,"['Colorado School of Mines', 'Syracuse University']",M,"['Writer', 'journalist', 'college professor']",
Journalists and Writers,Reigate Grammar School,,,,,"Magdalen College,Oxford",,Harvard University,,Andrew Sullivan,https://en.wikipedia.org/wiki/Andrew_Sullivan,55,U.K.,Surrey,South Godstone,American,"['Magdalen College, Oxford', 'Harvard University']",['Reigate Grammar School'],M,"['Writer', 'editor', 'blogger']",
Journalists and Writers,,,,,,,,,,Andrew Delbanco,https://en.wikipedia.org/wiki/Andrew_Delbanco,,,,,,,,M,['Professor'],
Journalists and Writers,,,,,,University of Colorado,Princeton University,,,Daniel Gilbert,https://en.wikipedia.org/wiki/Daniel_Gilbert_(psychologist),60,U.S.,,,American,"['University of Colorado', 'Princeton University']",,M,"['Professor', 'nonfiction writer']",
Journalists and Writers,,,,,,University of Colorado,Princeton University,,,Amy Cuddy,https://en.wikipedia.org/wiki/Amy_Cuddy,46,U.S.,Pennsylvania,Robesonia,American,"['University of Colorado', 'Princeton University']",,F,['Social Psychologist'],
Choreographer,Royal Ballet School,,,,,,,,,Christopher Wheeldon,https://en.wikipedia.org/wiki/Christopher_Wheeldon,45,U.K.,Somerset,Yeovil,British,,['Royal Ballet School'],M,['Choreographer'],
Street artist,Rhode Island School of Design,,,,,,,,,Shepard Fairey,https://en.wikipedia.org/wiki/Shepard_Fairey,48,U.S.,South Carolina,Charleston,American,,['Rhode Island School of Design'],M,['Street artist'],
Entertainment and Show Business,,,,,,Tisch School of the Arts,,,,Adam Savage,https://en.wikipedia.org/wiki/Adam_Savage,51,U.S.,New York,New York City,American,['Tisch School of the Arts'],,M,"['Designer', 'fabricator', 'actor', 'educator']",
Sports,,,,,,,,,,Simone Biles,https://en.wikipedia.org/wiki/Simone_Biles,21,U.S.,Ohio,Columbus,American,,,F,['Artistic Gymnast'],
Business and Corporate,University of California,,,,,,,,,Travis Kalanick,https://en.wikipedia.org/wiki/Travis_Kalanick,42,U.S.,California,Los Angeles,American,,"['University of California, Los Angeles']",M,['Internet entrepreneur'],
Business and Corporate,,,,,,Lisgar Collegiate Institute,Carleton University,,,Shane Smith,https://en.wikipedia.org/wiki/Shane_Smith_(journalist),49,Canada,Ontario,Ottawa,Canadian,"['Lisgar Collegiate Institute', 'Carleton University']",,M,"['Entrepreneur', 'media executive', 'journalist']",
Business and Corporate,,,,,,University of Virginia,,,,Alexis Ohanian,https://en.wikipedia.org/wiki/Alexis_Ohanian,35,U.S.,New York,New York City,American,['University of Virginia'],,M,"['Entrepreneur', 'venture capitalist', 'investor']",
Business and Corporate,Crossroads School for Arts and Sciences,,,,,Stanford University,,,,Evan Spiegel,https://en.wikipedia.org/wiki/Evan_Spiegel,28,U.S.,California,Los Angeles,American,['Stanford University'],['Crossroads School for Arts and Sciences'],M,['Entrepreneur'],
Business and Corporate,,,,,,,,,,Richard Branson,https://en.wikipedia.org/wiki/Richard_Branson,68,U.K.,London,Blackheath,British,,,M,['Entrepreneur'],
Business and Corporate,,,,,,University of Illinois at UrbanaChampaign,Harvard Business School,,,Jeremy Stoppelman,https://en.wikipedia.org/wiki/Jeremy_Stoppelman,40,U.S.,Virginia,Arlington,American,"['University of Illinois at UrbanaChampaign', 'Harvard Business School']",,M,['CEO'],
Business and Corporate,,,,,,Rhode Island School of Design,,,,Brian Chesky,https://en.wikipedia.org/wiki/Brian_Chesky,37,U.S.,New York,Niskayuna,American,['Rhode Island School of Design'],,M,"['CEO', 'Cofounder of Airbnb']",
Business and Corporate,Auburn University,Duke University,,,,,,,,Tim Cook,https://en.wikipedia.org/wiki/Tim_Cook,57,U.S.,Alabama,Mobile,American,,"['Auburn University',  'Duke University']",M,['CEO'],
Business and Corporate,,,,,,Barnard College,,,,Martha Stewart,https://en.wikipedia.org/wiki/Martha_Stewart,77,U.S.,New Jersey,Jersey City,American,['Barnard College'],,M,"['Businesswoman, writer, television personality']",
Business and Corporate,,,,,,Bowdoin College,Stanford University,,,Reed Hastings,https://en.wikipedia.org/wiki/Reed_Hastings,58,U.S.,Massachusetts,Boston,American,"['Bowdoin College', 'Stanford University']",,M,['Business executive'],
Business and Corporate,,,,,,,,,,Eddie George,https://en.wikipedia.org/wiki/Eddie_George,45,U.S.,Pennsylvania,Philadelphia,American,,,M,['advertising executive '],
Business and Corporate,,,,,,University of Oregon,Stanford University,,,Phil Knight,https://en.wikipedia.org/wiki/Phil_Knight,80,U.S.,Oregon,Portland,American,"['University of Oregon', 'Stanford University']",,M,"['Chairman', 'Emeritus', 'Nike, Inc.']",
Business and Corporate,,,,,,University of California,,,,Nick Woodman,https://en.wikipedia.org/wiki/Nick_Woodman,43,U.S.,California,Woodside,American,"['University of California, San Diego']",,M,['Founder and CEO GoPro'],
Chef,,,,,,,,,,Daniel Boulud,https://en.wikipedia.org/wiki/Daniel_Boulud,63,France,SaintPierredeChandieu,,French,,,M,['Chef'],
Chef,,,,,,,,,,Rachael Ray,https://en.wikipedia.org/wiki/Rachael_Ray,50,U.S.,New York,Glens Falls,American,,,F,['Chef'],
Chef,French Culinary Institute,,,,,,,,,Bobby Flay,https://en.wikipedia.org/wiki/Bobby_Flay,53,U.S.,New York,New York City,American,,['French Culinary Institute'],M,['Chef'],
Chef,Vassar College,The Culinary Institute of America,,,,,,,,Anthony Bourdain,https://en.wikipedia.org/wiki/Anthony_Bourdain,61,U.S.,New York,New York City,American,,"['Vassar College', 'The Culinary Institute of America']",M,['Chef'],
Chef,University of Pittsburgh,Rollins College,Yeshiva University,,,,,,,Eddie Huang,https://en.wikipedia.org/wiki/Eddie_Huang,36,U.S.,D.C.,Washington,American,,"['University of Pittsburgh', 'Rollins College',  'Yeshiva University']",M,"['Chef', 'Restaurateur', 'Author',  'Food Personality',  'Attorney', 'Producer', 'Fashion Designer', 'Businessman']",
Chef,Georgetown Prep,"Trinity College,Hartford",,French Culinary Institute,,,,,,David Chang,https://en.wikipedia.org/wiki/David_Chang,41,U.S.,Virginia,Vienna,American,,"['Georgetown Prep', 'Trinity College, Hartford', 'French Culinary Institute']",M,['Chef'],
Chef,,,,,,,,,,Gordon Ramsay,https://en.wikipedia.org/wiki/Gordon_Ramsay,51,U.K.,Renfrewshire,Johnstone,British,,,M,['Chef'],
YouTube personality,Broadcast Journalism major,,,,,University of Illinois,,,,Sean Evans,https://en.wikipedia.org/wiki/Sean_Evans_(interviewer),32,U.S.,Illinois,Evanston,American,['University of Illinois'],['Broadcast Journalism major'],M,['Interviewer'],
Entertainment and Show Business,Garfield High School,,,,,Berklee College of Music,,,,Quincy Jones,https://en.wikipedia.org/wiki/Quincy_Jones,85,U.S.,Illinois,Chicago,American,['Berklee College of Music'],"['Garfield High School, Seattle']",M,['Record Producer'],
Entertainment and Show Business,,,,,,,,,,DJ Khaled,https://en.wikipedia.org/wiki/DJ_Khaled,42,U.S.,Louisiana,New Orleans,American,,,M,"['Record executive', 'record producer', 'disc jockey', 'radio personality', 'hype man']",
Entertainment and Show Business,,,,,,,,,,Judy Gold,https://en.wikipedia.org/wiki/Judy_Gold,55,U.S.,New Jersey,Newark,American,,,F,"['Standup', 'comedian']",
Entertainment and Show Business,,,,,,Grinnell College,,,,Kumail Nanjiani,https://en.wikipedia.org/wiki/Kumail_Nanjiani,40,Pakistan,Sindh,Karachi,Pakistani,['Grinnell College'],,M,"['Standup comedian', 'actor', 'podcast host', 'writer']",
Entertainment and Show Business,,,,,,,,,,Tom Papa,https://en.wikipedia.org/wiki/Tom_Papa,49,U.S.,New Jersey,Passaic,American,,,M,"['Standup comedian', 'actor', 'producer', 'writer', 'Author', 'TV Radio Host']",
Entertainment and Show Business,,,,,,,,,,Cristela Alonzo,https://en.wikipedia.org/wiki/Cristela_Alonzo,39,U.S.,Texas,San Juan,American,,,F,"['Standup comedian', 'actress', 'writer', 'producer']",
Entertainment and Show Business,,,,,,,,,,Nick Swardson,https://en.wikipedia.org/wiki/Nick_Swardson,42,U.S.,Minnesota,Minneapolis,American,,,M,"['Standup comedian', 'actor', 'screenwriter', 'producer']",
Entertainment and Show Business,Milton Academy,,,,,Columbia University,,,,Jenny Slate,https://en.wikipedia.org/wiki/Jenny_Slate,36,U.S.,Massachusetts,Milton,American,['Columbia University'],['Milton Academy'],F,"['Standup comedian', 'actress',  'author']",
Entertainment and Show Business,St Bedes Prep School,Eastbourne College,,,,University of Sheffield,,,,Eddie Izzard,https://en.wikipedia.org/wiki/Eddie_Izzard,56,Colony of Aden,,,British,['University of Sheffield'],"['St Bedes Prep School', 'Eastbourne College']",M,['Stand-up Comedian'],
Entertainment and Show Business,,,,,,Bates College,University of Edinburgh,University of Minnesota,,Maria Bamford,https://en.wikipedia.org/wiki/Maria_Bamford,48,U.S.,California,,American,"['Bates College', 'University of Edinburgh', 'University of Minnesota']",,F,['Stand-up Comedian'],
Entertainment and Show Business,,,,,,Boston University,,,,Marc Maron,https://en.wikipedia.org/wiki/Marc_Maron,55,U.S.,New Jersey,Jersey City,American,['Boston University'],,M,['Stand-up Comedian'],
Entertainment and Show Business,,,,,,San Francisco State University,,,,Dana Carvey,https://en.wikipedia.org/wiki/Dana_Carvey,63,U.S.,Montana,,American,['San Francisco State University'],,M,['Stand-up Comedian'],
Entertainment and Show Business,,,,,,College of William amp Mary,,,,Patton Oswalt,https://en.wikipedia.org/wiki/Patton_Oswalt,49,U.S.,Virginia,Portsmouth,New York,['College of William amp Mary'],,M,['Stand-up Comedian'],
Entertainment and Show Business,,,,,,University of California,,,,Hasan Minhaj,https://en.wikipedia.org/wiki/Hasan_Minhaj,33,U.S.,California,Davis,American,"['University of California, Davis']",,M,['Stand-up Comedian'],
Entertainment and Show Business,,,,,,College of William and Mary,,,,Michelle Wolf,https://en.wikipedia.org/wiki/Michelle_Wolf,33,U.S.,Pennsylvania,Hershey,American,['College of William and Mary'],,F,['Stand-up Comedian'],
Entertainment and Show Business,,,,,,,,,,David Cross,https://en.wikipedia.org/wiki/David_Cross,54,U.S.,Georgia,Atlanta,American,,,M,['Stand-up Comedian'],
Entertainment and Show Business,,,,,,,,,,Tom Segura,https://en.wikipedia.org/wiki/Tom_Segura,39,U.S.,Ohio,,American,,,M,['Stand-up Comedian'],
Entertainment and Show Business,,,,,,,,,,Sebastian Maniscalco,https://en.wikipedia.org/wiki/Sebastian_Maniscalco,45,U.S.,Illinois,,American,,,M,['Stand-up Comedian'],
Entertainment and Show Business,,,,,,,,,,Andrew Dice Clay,https://en.wikipedia.org/wiki/Andrew_Dice_Clay,61,U.S.,New York,New York City,American,,,M,['Stand-up Comedian'],
Entertainment and Show Business,,,,,,,,,,Dave Chappelle,https://en.wikipedia.org/wiki/Dave_Chappelle,45,U.S.,D.C.,Washington,American,,,M,['Stand-up Comedian'],
Entertainment and Show Business,,,,,,,,,,Bill Burr,https://en.wikipedia.org/wiki/Bill_Burr,50,U.S.,Massachusetts,Canton,American,,,M,['Stand-up Comedian'],
Entertainment and Show Business,,,,,,,,,,Paula Poundstone,https://en.wikipedia.org/wiki/Paula_Poundstone,58,U.S.,Alabama,Huntsville,American,,,F,['Stand-up Comedian'],
Entertainment and Show Business,,,,,,,,,,Louis C.K.,https://en.wikipedia.org/wiki/Louis_C.K.,51,U.S.,D.C.,Washington,American,,,M,['Stand-up Comedian'],
Entertainment and Show Business,,,,,,,,,,Todd Barry,https://en.wikipedia.org/wiki/Todd_Barry,54,U.S.,New York,New York City,American,,,M,['Stand-up Comedian'],
Entertainment and Show Business,,,,,,,,,,Billy Gardell,https://en.wikipedia.org/wiki/Billy_Gardell,49,U.S.,Pennsylvania,Pittsburgh,American,,,M,['Stand-up Comedian'],
Entertainment and Show Business,,,,,,,,,,Tig Notaro,https://en.wikipedia.org/wiki/Tig_Notaro,47,U.S.,Mississippi,Jackson,American,,,F,['Stand-up Comedian'],
Entertainment and Show Business,,,,,,,,,,Drew Carey,https://en.wikipedia.org/wiki/Drew_Carey,60,U.S.,Ohio,,American,,,M,['Stand-up Comedian'],
Entertainment and Show Business,University of California,,,,,,,,,Moshe Kasher,https://en.wikipedia.org/wiki/Moshe_Kasher,39,U.S.,New York,New York City,American,,"['University of California, Santa Barbara']",M,['Stand-up Comedian'],
Entertainment and Show Business,Alfred University,Yale University,,,,,,,,Robert Klein,https://en.wikipedia.org/wiki/Robert_Klein,76,U.S.,New York,New York City,American,,"['Alfred University', 'Yale University']",M,['Stand-up Comedian'],
Entertainment and Show Business,,,,,,,,,,Romesh Ranganathan,https://en.wikipedia.org/wiki/Romesh_Ranganathan,40,U.K.,West Sussex,Crawley,British,,,M,['Stand-up Comedian'],
Entertainment and Show Business,University of Maryland,,University of North Carolina,,Yale University,,,,,Lewis Black,https://en.wikipedia.org/wiki/Lewis_Black,70,U.S.,D.C.,Washington,American,,"['University of Maryland, College Park', 'University of North Carolina, Chapel Hill', 'Yale University']",M,['Stand-up comedian'],
Entertainment and Show Business,,,,,,Temple University,,,,Bob Saget,https://en.wikipedia.org/wiki/Bob_Saget,62,U.S.,Philadelphia,Pennsylvania,American,['Temple University'],,M,['Stand-up comedian'],
Entertainment and Show Business,,,,,,Emerson College,,,,Jen Kirkman,https://en.wikipedia.org/wiki/Jen_Kirkman,44,U.S.,Massachusetts,Needham,American,['Emerson College'],,F,['Stand-up comedian'],
Entertainment and Show Business,,,,,,,,,,Gilbert Gottfried,https://en.wikipedia.org/wiki/Gilbert_Gottfried,63,U.S.,New York,New York City,American,,,M,['Stand-up comedian'],
Entertainment and Show Business,,,,,,,,,,Jeff Ross,https://en.wikipedia.org/wiki/Jeff_Ross,53,U.S.,New Jersey,Springfield,American,,,M,['Stand-up comedian'],
Entertainment and Show Business,,,,,,,,,,Mike Epps,https://en.wikipedia.org/wiki/Mike_Epps,47,U.S.,Indiana,Indianapolis,American,,,M,['Stand-up comedian'],
Entertainment and Show Business,,,,,,,,,,W. Kamau Bell,https://en.wikipedia.org/wiki/W._Kamau_Bell,45,U.S.,California,Palo Alto,American,,,M,['Stand-up comedian'],
Entertainment and Show Business,St Ignatius College Prep,,,,,Georgetown University,,,,John Mulaney,https://en.wikipedia.org/wiki/John_Mulaney,36,U.S.,Illinois,Chicago,American,['Georgetown University'],['St. Ignatius College Prep'],M,['Stand-up comedian'],
Entertainment and Show Business,Massapequa High School,,,,,SUNY Oswego,Queens College,,,Jerry Seinfeld,https://en.wikipedia.org/wiki/Jerry_Seinfeld,64,U.S.,New York,New York City,American,"['SUNY Oswego', 'Queens College']",['Massapequa High School'],M,['Stand-up comedian'],
Entertainment and Show Business,,,,,,New York University,,,,Aziz Ansari,https://en.wikipedia.org/wiki/Aziz_Ansari,35,U.S.,South Carolina,Columbia,American,['New York University'],,M,['stand-up comedian'],
Entertainment and Show Business,,,,,,,,,,Colin Quinn,https://en.wikipedia.org/wiki/Colin_Quinn,59,U.S.,New York,New York City,American,,,M,['stand-up comedian'],
Entertainment and Show Business,,,,,,,,,,Sarah Silverman,https://en.wikipedia.org/wiki/Sarah_Silverman,47,U.S.,New Hampshire,Bedford,American,,,F,['stand-up comedian'],
