,name,wiki_link,age,country_born,state_born,city_born,nationality,almamater,education,occupation,political_party
23,Hugh Jackman,https://en.wikipedia.org/wiki/Hugh_Jackman,50,Australia,New South Wales,Sydney,,"[['Western Australian Academy of Performing Arts', 'University of Technology, Sydney']]",,['Actor  singer  producer'],
24,Hugh Evans,https://en.wikipedia.org/wiki/Hugh_Evans_(humanitarian),35,Victoria,Melbourne, ,Australian,['Monash University'],,,
25,Elizabeth Warren,https://en.wikipedia.org/wiki/Elizabeth_Warren,69,U.S.,Oklahoma,Oklahoma City,,,"['George Washington University', 'University of Houston', 'BS', 'Rutgers UniversityNewark', 'JD']",,Democratic
26,Jim Gaffigan,https://en.wikipedia.org/wiki/Jim_Gaffigan,52,U.S.,, ,,['Georgetown University'],['La Lumiere School'],,
27,Maria Shriver,https://en.wikipedia.org/wiki/Maria_Shriver,62,U.S.,, ,American,"['Georgetown University', 'B.A.']",,,Democratic
28,Andrew Sullivan,https://en.wikipedia.org/wiki/Andrew_Sullivan,55,England,Surrey,South Godstone,"British, American","['Magdalen College, Oxford', 'BA', 'Harvard University', 'MPA , PhD']",['Reigate Grammar School'],"['Writer, editor, blogger']",
29,Thomas Wenski,https://en.wikipedia.org/wiki/Thomas_Wenski,68,Florida,West Palm Beach, ,,,,,
30,Malala Yousafzai,https://en.wikipedia.org/wiki/Malala_Yousafzai,21,Pakistan,Swat,Mingora,Pakistani,,"['Khushal Public School 2012   Edgbaston High School  20132017   Lady Margaret Hall, Oxford  from October 2017']","['Activist for female education, former blogger for', 'BBC Urdu', 'and student']",
31,Kerry Washington,https://en.wikipedia.org/wiki/Kerry_Washington,41,U.S.,New York,The Bronx,,['George Washington University'],['Spence School'],['Actress'],
32,Michelle Obama,https://en.wikipedia.org/wiki/Michelle_Obama,54,U.S.,, ,,,"['Princeton University', 'AB', 'Harvard University', 'JD']",,Democratic
33,John Legend,https://en.wikipedia.org/wiki/John_Legend,39,U.S.,Ohio,Springfield,,['University of Pennsylvania'],,['Singer  songwriter  musician  actor'],
34,Ellen Page,https://en.wikipedia.org/wiki/Ellen_Page,31,Canada,Nova Scotia,Halifax,,,,"['Actress, producer']",
35,Jesse Eisenberg,https://en.wikipedia.org/wiki/Jesse_Eisenberg,35,U.S.,New York,Queens,,['The New School'],,['Actor  author  humorist  playwright'],
36,John Oliver,https://en.wikipedia.org/wiki/John_Oliver_(comedian),41,England,, ,,"['Christs College, Cambridge']",,,
37,Evan Spiegel,https://en.wikipedia.org/wiki/Evan_Spiegel,28,U.S.,California,Los Angeles,American,['Stanford University'],['Crossroads School for Arts and Sciences'],['Entrepreneur'],
38,Bill Withers,https://en.wikipedia.org/wiki/Bill_Withers,80,U.S.,, ,,,,,
39,Ed Sheeran,https://en.wikipedia.org/wiki/Ed_Sheeran,27,England,, ,,,,,
40,John Kerry,https://en.wikipedia.org/wiki/John_Kerry,,U.S.,, ,,,"['Yale University', 'BA', 'Boston College', 'JD']",,Democratic
41,Claire Danes,https://en.wikipedia.org/wiki/Claire_Danes,39,U.S.,New York City, ,,,['Lyce Franais de Los Angeles'],['Actress'],
42,PewDiePie,https://en.wikipedia.org/wiki/PewDiePie,29,Sweden,Gothenburg, ,Swedish,,,,
43,Morgan Freeman,https://en.wikipedia.org/wiki/Morgan_Freeman,81,U.S.,Tennessee,Memphis,,,,['Actor'],
44,Ruth Wilson,https://en.wikipedia.org/wiki/Ruth_Wilson,36,England,Kent,Ashford,,"['University of Nottingham', 'London Academy of Music and Dramatic Art']",,['Actress'],
45,John McCain,https://en.wikipedia.org/wiki/John_McCain,,U.S.,, ,,,"['United States Naval Academy', 'BS']",,Republican
46,Misty Copeland,https://en.wikipedia.org/wiki/Misty_Copeland,36,United States,Missouri,Kansas City,,,['San Pedro High School'],['Ballet dancer'],
47,Bill Clinton,https://en.wikipedia.org/wiki/Bill_Clinton,72,U.S.,, ,,,"['Georgetown University', 'BS', 'University College, Oxford', 'Yale Law School', 'JD']",,Democratic
48,Billy Eichner,https://en.wikipedia.org/wiki/Billy_Eichner,40,U.S.,, ,American,['Northwestern University'],['Stuyvesant High School'],,
49,Gina Rodriguez,https://en.wikipedia.org/wiki/Gina_Rodriguez_(actress),34,U.S.,Illinois,Chicago,American,"['Tisch School of the Arts', 'BFA']",,['Actress and activist'],
50,Ben Bernanke,https://en.wikipedia.org/wiki/Ben_Bernanke,64,U.S., , ,,,"['Harvard University', 'BA', 'Massachusetts Institute of Technology', 'MA ,  PhD']",,Republican
51,Cate Blanchett,https://en.wikipedia.org/wiki/Cate_Blanchett,49,Australia,Victoria,Ivanhoe,,['National Institute of Dramatic Art'],,"['Actress', 'theatre director']",
52,Brian Chesky,https://en.wikipedia.org/wiki/Brian_Chesky,37,U.S.,New York,Niskayuna,American,"['Rhode Island School of Design', 'B.F.A.']",,"['CEO', 'and', 'Cofounder', 'of', 'Airbnb']",
53,James Corden,https://en.wikipedia.org/wiki/James_Corden,40,England,London,Hillingdon,,,['Holmer Green Upper School'],['Actor  comedian  television host'],
54,Shane Smith,https://en.wikipedia.org/wiki/Shane_Smith_(journalist),49,Canada,Ontario,Ottawa,Canadian,"['Lisgar Collegiate Institute', 'Carleton University']",,"['Entrepreneur, media executive, journalist']",
55,Carey Mulligan,https://en.wikipedia.org/wiki/Carey_Mulligan,33,England,London,Westminster,,,"['International School of Dsseldorf', 'Woldingham School']","['Actress, singer']",
56,Elvis Costello,https://en.wikipedia.org/wiki/Elvis_Costello,64,England,London, ,,,,,
57,Sarah Silverman,https://en.wikipedia.org/wiki/Sarah_Silverman,47,U.S.,, ,,,,,
58,Elijah Wood,https://en.wikipedia.org/wiki/Elijah_Wood,37,U.S.,Iowa,Cedar Rapids,,,,"['Actor, voice actor, DJ, film producer']",
59,Jack Black,https://en.wikipedia.org/wiki/Jack_Black,49,U.S.,California,Santa Monica,,"['UCLA School of Theater, Film and Television']",,"['Actor', 'voice actor', 'comedian', 'musician', 'songwriter']",
60,Nick Woodman,https://en.wikipedia.org/wiki/Nick_Woodman,43,age43, , ,American,"['University of California, San Diego']",,"['Founder and CEO,', 'GoPro']",
61,Oprah Winfrey,https://en.wikipedia.org/wiki/Oprah_Winfrey,64,U.S.,Mississippi,Kosciusko,,['Tennessee State University'],,"['Host of   The Oprah Winfrey Show   19862011  Chairwoman and CEO of  Harpo Productions  1986present  Chairwoman, CEO and CCO of the  Oprah Winfrey Network  2011present  Actress  2', 'Author']",Democratic
62,Jeffrey Cranor,https://en.wikipedia.org/wiki/Bryan_Cranston,62,U.S.,California,Hollywood,,['Los Angeles Valley College'],,"['Actor, producer, director, screenwriter']",
63,Jimmy Kimmel,https://en.wikipedia.org/wiki/Jimmy_Kimmel,50,2, , ,,,,,
64,Guillermo del Toro,https://en.wikipedia.org/wiki/Guillermo_del_Toro,54,Mexico,Jalisco,Guadalajara,,,,"['Film director, screenwriter, producer, novelist']",
65,Jessica Chastain,https://en.wikipedia.org/wiki/Jessica_Chastain,41,U.S.,California,Sacramento,,,"['Sacramento City College', 'Juilliard School', 'BFA']",['Actress  film producer'],
66,Tom Hiddleston,https://en.wikipedia.org/wiki/Tom_Hiddleston,37,England,London,Westminster,,"[['University of Cambridge', 'Royal Academy of Dramatic Art']]","['Dragon School', 'Eton College']","['Actor, producer, musician']",
67,Mia Wasikowska,https://en.wikipedia.org/wiki/Mia_Wasikowska,29,Australia,Australian Capital Territory,Canberra,Australian,,,['Actress'],
68,Sienna Miller,https://en.wikipedia.org/wiki/Sienna_Miller,36,U.S.,New York,New York City,British  American,,,['Actress'],
69,Melissa Benoist,https://en.wikipedia.org/wiki/Melissa_Benoist,30,U.S.  1,Texas,Houston,,"['Marymount Manhattan College', 'B.A.']","['The Academy of Theatre Arts', 'Arapahoe High School']",['Actress  singer  dancer'],
70,Hillary Clinton,https://en.wikipedia.org/wiki/Hillary_Clinton,71,U.S.,, ,,,"['Wellesley College', 'BA', 'Yale University', 'JD']",,Democratic
71,Anthony Bourdain,https://en.wikipedia.org/wiki/Anthony_Bourdain,,U.S.,New York City, ,,,"['Vassar College', 'The Culinary Institute of America']",,
72,Carrie Brownstein,https://en.wikipedia.org/wiki/Carrie_Brownstein,44,U.S.,, ,,,,,
73,Julianna Margulies,https://en.wikipedia.org/wiki/Julianna_Margulies,52,U.S.,New York,Spring Valley,,"['Sarah Lawrence College', 'BA']",['Green Meadow Waldorf School'],['Actress  producer'],
74,Jonathan Franzen,https://en.wikipedia.org/wiki/Jonathan_Franzen,59,United States,, ,American,,,"['Novelist, essayist']",
75,Seth MacFarlane,https://en.wikipedia.org/wiki/Seth_MacFarlane,45,U.S.,Connecticut,Kent,,"['Rhode Island School of Design', 'B.F.A.']",['Kent School'],['Actor  animator  filmmaker  singer'],
76,Neil deGrasse Tyson,https://en.wikipedia.org/wiki/Neil_deGrasse_Tyson,60,U.S.,New York City,Manhattan,,"[['Harvard College', 'BA', 'University of Texas at Austin', 'MA', 'Columbia University', 'MPhil ,  PhD']]",,,
77,Charlie Rose,https://en.wikipedia.org/wiki/Charlie_Rose,76,U.S.,North Carolina,Henderson,,"['Duke University', 'B.A. ,  J.D.']",,"['Talk show host, journalist']",
78,Stacy Schiff,https://en.wikipedia.org/wiki/Stacy_Schiff,57,Massachusetts,Adams, ,American,['Williams College'],"['Phillips Academy', 'Andover']",['Writer and editor'],
79,Allison Janney,https://en.wikipedia.org/wiki/Allison_Janney,58,U.S.,Massachusetts,Boston,,,"['Kenyon College', 'BA']",['Actress'],
80,Colin Quinn,https://en.wikipedia.org/wiki/Colin_Quinn,59,U.S.,, ,American,,,,
81,Antonio Banderas,https://en.wikipedia.org/wiki/Antonio_Banderas,58,Spain,Mlaga, ,Spanish,,,"['Actor, producer, singer']",
82,Reed Hastings,https://en.wikipedia.org/wiki/Reed_Hastings,,U.S.,Massachusetts,Boston,American,"['Bowdoin College', 'Stanford University']",,['Business executive'],
83,John Irving,https://en.wikipedia.org/wiki/John_Irving,76,United States,, ,,"['University of New Hampshire', 'University of Iowa']",,['Novelist  Screenwriter'],
84,Daniel Craig,https://en.wikipedia.org/wiki/Daniel_Craig,50,England,Cheshire,Chester,English,['Guildhall School of Music and Drama'],,['Actor'],
85,Elizabeth Gilbert,https://en.wikipedia.org/wiki/Elizabeth_Gilbert,49,U.S., , ,American,['New York University'],,"['Novelist, memoirist']",
86,Eugenia Cheng,https://en.wikipedia.org/wiki/Eugenia_Cheng,,Eugenia LohGene Cheng, , ,,"['University of Cambridge', 'BA, PhD']",['Roedean School'],,
87,Bryan Cranston,https://en.wikipedia.org/wiki/Bryan_Cranston,62,U.S.,California,Hollywood,,['Los Angeles Valley College'],,"['Actor, producer, director, screenwriter']",
88,Whoopi Goldberg,https://en.wikipedia.org/wiki/Whoopi_Goldberg,62,U.S.,, ,,,,,
89,John Kasich,https://en.wikipedia.org/wiki/John_Kasich,66,U.S.,, ,,,"['Ohio State University', 'BA']",,Republican
90,Ethan Hawke,https://en.wikipedia.org/wiki/Ethan_Hawke,47,U.S.,Texas,Austin,,,,['Actor  director  screenwriter  novelist'],
91,Claire McCaskill,https://en.wikipedia.org/wiki/Claire_McCaskill,65,U.S.,, ,,,"['University of Missouri', 'BA', 'JD']",,Democratic
92,Amy Klobuchar,https://en.wikipedia.org/wiki/Amy_Klobuchar,58,U.S.,, ,,,"['Yale University', 'BA', 'University of Chicago', 'JD']",,Democratic
93,Aziz Ansari,https://en.wikipedia.org/wiki/Aziz_Ansari,35,U.S.,, ,,['New York University'],,,
94,Shonda Rhimes,https://en.wikipedia.org/wiki/Shonda_Rhimes,48,U.S.,Illinois,Chicago,,"['Dartmouth College', 'University of Southern California']",,"['Television producer', 'television writer', 'screenwriter']",
95,Bruce Campbell,https://en.wikipedia.org/wiki/Bruce_Campbell,60,U.S.,Michigan,Royal Oak,,,['Western Michigan University'],"['Actor, producer, writer, director']",
96,Lucy Lawless,https://en.wikipedia.org/wiki/Lucy_Lawless,50,New Zealand,Auckland,Mount Albert,,,,"['Actress, musician']",
97,Viola Davis,https://en.wikipedia.org/wiki/Viola_Davis,53,U.S.,South Carolina,St. Matthews,,,"['Rhode Island College', 'BA', 'Juilliard School', 'GrDip']","['Actress, producer']",
98,Brian Greene,https://en.wikipedia.org/wiki/Brian_Greene,55,U.S.,New York,New York City,American,"['Harvard University', 'BA', 'University of Oxford', 'PhD']",,,
99,Jennifer Connelly,https://en.wikipedia.org/wiki/Jennifer_Connelly,47,U.S.,New York,Cairo,,"['Yale University', 'Stanford University']",,['Actress'],
100,Judd Apatow,https://en.wikipedia.org/wiki/Judd_Apatow,50,U.S.,New York,Queens,,['University of Southern California'],['Syosset High School'],"['Producer, writer, director, actor, standup comedian']",
101,Mark Ruffalo,https://en.wikipedia.org/wiki/Mark_Ruffalo,50,U.S.,Wisconsin,Kenosha,,,,"['Actor', 'producer', 'political activist']",Democratic
102,John Cleese,https://en.wikipedia.org/wiki/John_Cleese,79,England,Somerset,WestonsuperMare,,"['Downing College, Cambridge']",,"['Actor, voice actor, comedian, screenwriter, producer']",
103,Jack H. Jacobs,https://en.wikipedia.org/wiki/Jack_H._Jacobs,73,New York, , ,,,,,
104,Bill Maher,https://en.wikipedia.org/wiki/Bill_Maher,62,U.S.,, ,,['Cornell University'],['Pascack Hills High School'],,
105,Florent Groberg,https://en.wikipedia.org/wiki/Florent_Groberg,35,France, , ,,,,,
106,Shepard Fairey,https://en.wikipedia.org/wiki/Shepard_Fairey,48,United States,South Carolina,Charleston,American,,['Rhode Island School of Design'],,
107,Julianne Moore,https://en.wikipedia.org/wiki/Julianne_Moore,57,U.S.,North Carolina,Fort Bragg,American,['Boston University'],,['Actor  childrens author'],
108,Burt Reynolds,https://en.wikipedia.org/wiki/Burt_Reynolds,,U.S.,Michigan,Lansing,,,,"['Actor, director, producer']",
109,Sharon Stone,https://en.wikipedia.org/wiki/Sharon_Stone,60,U.S.,Pennsylvania,Meadville,,,,"['Actress, model, film producer']",
110,Justin Theroux,https://en.wikipedia.org/wiki/Justin_Theroux,47,U.S.,D.C.,Washington,,['Bennington College'],,['Actor  producer  writer'],
111,Jane Fonda,https://en.wikipedia.org/wiki/Jane_Fonda,80,U.S.,New York City, ,,['Vassar College'],,['Actress  writer  activist'],
112,Andrew Lloyd Webber,https://en.wikipedia.org/wiki/Andrew_Lloyd_Webber,70,England,, ,British,,"['Westminster School', 'Magdalen College, Oxford', 'Royal College of Music']",['Composer  songwriter  theatre director  television personality  businessman'],Conservative
113,Michael Caine,https://en.wikipedia.org/wiki/Michael_Caine,85,England,London,Rotherhithe,,,,"['Actor, producer, author']",Conservative
114,Larry Wilmore,https://en.wikipedia.org/wiki/Larry_Wilmore,56,U.S.,, ,,"['California State Polytechnic University, Pomona']",,,
115,Sylvester Stallone,https://en.wikipedia.org/wiki/Sylvester_Stallone,72,U.S.,New York,New York City,,,"['Miami Dade College', 'University of Miami']","['Actor, screenwriter, film director, producer, playwright']",Republican
116,Ted Koppel,https://en.wikipedia.org/wiki/Ted_Koppel,78,England,Lancashire,Nelson,,,"['Syracuse University', 'BS', 'Stanford University', 'MA']","['Journalist', 'News anchor', 'Author']",
117,Spike Lee,https://en.wikipedia.org/wiki/Spike_Lee,61,U.S.,Georgia,Atlanta,American,"['Morehouse College', 'New York University', 'Tisch School of the Arts']",,"['Film director', ', producer, screenwriter, actor, professor']",
118,Andy Cohen,https://en.wikipedia.org/wiki/Andy_Cohen_(TV_personality),50,U.S.,Missouri,St. Louis,,['Boston University'],['Clayton High School'],['Talk show host  radio host  author  producer'],
119,Carly Simon,https://en.wikipedia.org/wiki/Carly_Simon,73,U.S.,New York,New York City,American,['Sarah Lawrence College'],,"['Singersongwriter, musician, actress, writer']",
120,Gloria Estefan,https://en.wikipedia.org/wiki/Gloria_Estefan,61,Cuba, , ,,,,,
121,Eric Greitens,https://en.wikipedia.org/wiki/Eric_Greitens,44,U.S.,, ,,,"['Duke University', 'BA', 'Lady Margaret Hall, Oxford', 'MPhil', 'DPhil']",,Republican
122,Daniel Boulud,https://en.wikipedia.org/wiki/Daniel_Boulud,63,France,SaintPierredeChandieu, ,,,,,
123,Steve Carell,https://en.wikipedia.org/wiki/Steve_Carell,56,U.S.,Massachusetts,Concord,,['Denison University'],,['Actor  comedian  producer  writer'],
124,Jennifer Hudson,https://en.wikipedia.org/wiki/Jennifer_Hudson,37,U.S.,Illinois,Chicago,,['Langston University'],"['Dunbar Vocational High School', 'KennedyKing College']",['Singer  actress'],
125,Marion Cotillard,https://en.wikipedia.org/wiki/Marion_Cotillard,43,France,Paris, ,,,,"['Actress, singer, musician, environmentalist']",
126,George Saunders,https://en.wikipedia.org/wiki/George_Saunders,59,U.S.,, ,American,,"['Colorado School of Mines', 'B.S.', 'Syracuse University', 'M.A.']",['Writer  journalist  college professor'],
127,Michelle Dockery,https://en.wikipedia.org/wiki/Michelle_Dockery,36,England,London,Rush Green,,,,"['Actress, singer']",
128,Hugh Bonneville,https://en.wikipedia.org/wiki/Hugh_Bonneville,54,England,London,Paddington,,"['Corpus Christi College, Cambridge', 'Webber Douglas Academy of Dramatic Art']",,['Actor'],
129,Allen Leech,https://en.wikipedia.org/wiki/Allen_Leech,37,Ireland,County Dublin,Killiney,,,,['Actor'],
130,Adam McKay,https://en.wikipedia.org/wiki/Adam_McKay,50,U.S.,, ,,,['Great Valley High School'],['Film director  producer  screenwriter  comedian'],
131,Bruce Willis,https://en.wikipedia.org/wiki/Bruce_Willis,63,West Germany,RhinelandPalatinate,IdarOberstein,American,['Montclair State University'],,"['Actor, producer with', 'Cheyenne Enterprises', ', singer']",
132,Michael Lewis,https://en.wikipedia.org/wiki/Michael_Lewis,58,Louisiana,New Orleans, ,,"[['Isidore Newman School', 'Princeton University', 'London School of Economics']]",,"['Nonfiction writer, journalist']",
133,Andrew Delbanco,https://en.wikipedia.org/wiki/Andrew_Delbanco,,,,,,,,,
134,Lin-Manuel Miranda,https://en.wikipedia.org/wiki/Lin-Manuel_Miranda,38,U.S.,New York,New York City,,['Wesleyan University'],,"['Composer, playwright, lyricist, actor']",
135,Ike Barinholtz,https://en.wikipedia.org/wiki/Ike_Barinholtz,41,U.S.,Illinois,Chicago,,,,"['Comedian, actor, screenwriter']",
136,Jennifer Lawrence,https://en.wikipedia.org/wiki/Jennifer_Lawrence,28,U.S.,Kentucky,Indian Hills,,,,['Actress'],
137,Doris Kearns Goodwin,https://en.wikipedia.org/wiki/Doris_Kearns_Goodwin,75,U.S.,New York,New York City,American,,"['Colby College', 'B.A.', 'Harvard University', 'Ph.D.']","['Historian, author, political commentator']",
138,Quentin Tarantino,https://en.wikipedia.org/wiki/Quentin_Tarantino,55,U.S.,Tennessee,Knoxville,,,,['Director  writer  actor'],
139,Jonathan Groff,https://en.wikipedia.org/wiki/Jonathan_Groff,33,U.S.,Pennsylvania,Lancaster,American,,['Conestoga Valley High School'],['Actor  singer'],
140,Robert De Niro,https://en.wikipedia.org/wiki/Robert_De_Niro,75,U.S.,New York City, ,,,,"['Actor, producer, director']",
141,Daniel Gilbert,https://en.wikipedia.org/wiki/Daniel_Gilbert_(psychologist),60,age60, , ,American,"['University of Colorado', 'BA', 'Princeton University', 'PhD']",,"['Professor, nonfiction writer']",
142,Henry Rollins,https://en.wikipedia.org/wiki/Henry_Rollins,57,U.S.,, ,,,,,
143,Michael Moore,https://en.wikipedia.org/wiki/Michael_Moore,64,U.S.,Michigan,Flint,,['Davison High School'],,"['Filmmaker', ', author,', 'political activist', 'and actor']",
144,Samantha Power,https://en.wikipedia.org/wiki/Samantha_Power,,Ireland, , ,,,"['Yale University', 'BA', 'Harvard University', 'JD']",,Democratic
145,Mandy Patinkin,https://en.wikipedia.org/wiki/Mandy_Patinkin,65,U.S.,Illinois,Chicago,,,"['University of Kansas, Lawrence', 'Juilliard School']","['Actor, singer']",
146,Samuel L. Jackson,https://en.wikipedia.org/wiki/Samuel_L._Jackson,69,U.S.,D.C.,Washington,,"['Morehouse College', 'B.A.']",,"['Actor, film producer']",
147,Olivia Hallisey,https://en.wikipedia.org/wiki/Olivia_Hallisey,,,,,American,,['Stanford University'],"['Student, Scientist']",
148,John Krasinski,https://en.wikipedia.org/wiki/John_Krasinski,39,U.S.,Massachusetts,Boston,,['Brown University'],,['Actor  screenwriter  producer  director'],
149,Killer Mike,https://en.wikipedia.org/wiki/Killer_Mike,43,U.S.,, ,,,,,
150,George Church,https://en.wikipedia.org/wiki/George_M._Church,64,Florida  1,MacDill Air Force Base, ,United States,['Duke University  BA   Harvard University  PhD'],,,
151,Jerry Seinfeld,https://en.wikipedia.org/wiki/Jerry_Seinfeld,64,U.S.,, ,,"['SUNY Oswego', 'Queens College', 'BA']",['Massapequa High School'],,
152,Rand Paul,https://en.wikipedia.org/wiki/Rand_Paul,55,U.S.,, ,,,"['Baylor University', 'Duke University', 'MD']",,Republican
153,Damian Lewis,https://en.wikipedia.org/wiki/Damian_Lewis,47,England,London,St Johns Wood,British,['Guildhall School of Music and Drama'],,"['Actor, film producer']",
154,America Ferrera,https://en.wikipedia.org/wiki/America_Ferrera,34,U.S.,California,Los Angeles,,['University of Southern California'],,"['Actress, voice actress']",
155,Matthew Broderick,https://en.wikipedia.org/wiki/Matthew_Broderick,56,U.S.,New York,New York City,,,,['Actor  singer'],
156,Sarah Parcak,https://en.wikipedia.org/wiki/Sarah_Parcak,,U.S.,Maine,Bangor,,,,"['Associate Professor', 'Archaeologist', 'Egyptologist', 'Remote Sensing Archaeologist']",
157,Jane Lynch,https://en.wikipedia.org/wiki/Jane_Lynch,58,U.S.,Illinois,Evergreen Park,,,"['Illinois State University', 'BA', 'Cornell University', 'MFA']","['Actress, author, singer, and comedian']",
158,Julian Castro,https://en.wikipedia.org/wiki/Julian_Castro,,U.S.,, ,,,"['Stanford University', 'BA', 'Harvard University', 'JD']",,Democratic
159,Saoirse Ronan,https://en.wikipedia.org/wiki/Saoirse_Ronan,24,U.S.,New York City, ,,,,['Actress'],
160,Jeremy Stoppelman,https://en.wikipedia.org/wiki/Jeremy_Stoppelman,40,US,Virginia,Arlington,,"['University of Illinois at UrbanaChampaign', 'Harvard Business School']",,['CEO of Yelp'],
161,Laura Ricciardi,https://en.wikipedia.org/wiki/Laura_Ricciardi,,,,,,,,,
162,Moira Demos,https://en.wikipedia.org/wiki/Moira_Demos,,,,,,,,,
163,Paul Giamatti,https://en.wikipedia.org/wiki/Paul_Giamatti,51,U.S.,Connecticut,New Haven,,"['Yale University', 'BA ,  MFA']",,"['Actor, producer']",
164,Guerrilla Girls,https://en.wikipedia.org/wiki/Guerrilla_Girls,,,,,,,,,
165,Olivia Munn,https://en.wikipedia.org/wiki/Olivia_Munn,38,U.S.,Oklahoma,Oklahoma City,,['University of Oklahoma'],,['Actress  model'],
166,T. J. Miller,https://en.wikipedia.org/wiki/T._J._Miller,37,U.S.,Colorado,Denver,,['George Washington University'],,"['Actor, standup comedian, producer, writer']",
167,Scott Kelly,https://en.wikipedia.org/wiki/Scott_Kelly_(astronaut),54,U.S.,, ,American,,,,
168,Abby Wambach,https://en.wikipedia.org/wiki/Abby_Wambach,,,,,,,,,
169,Patricia Heaton,https://en.wikipedia.org/wiki/Patricia_Heaton,60,U.S.,Ohio,Bay Village,American,,,['Actress'],Republican
170,Quincy Jones,https://en.wikipedia.org/wiki/Quincy_Jones,85,U.S.,Illinois,Chicago,,['Berklee College of Music'],"['Garfield High School', 'Seattle', 'Washington', ', U.S.']",,
171,DeRay Mckesson,https://en.wikipedia.org/wiki/DeRay_Mckesson,33,U.S.,Maryland,Baltimore,American,['Bowdoin College'],,"['Activist', 'podcaster']",
172,Charlie Day,https://en.wikipedia.org/wiki/Charlie_Day,42,U.S.,New York,New York City,,,,"['Actor, screenwriter, producer, comedian, musician']",
173,Colin Hanks,https://en.wikipedia.org/wiki/Colin_Hanks,40,U.S.,California,Sacramento,,,,"['Actor, director, producer']",
174,James Spader,https://en.wikipedia.org/wiki/James_Spader,58,U.S.,Massachusetts,Boston,,,,['Actor'],
175,Brandon Marshall,https://en.wikipedia.org/wiki/Brandon_Marshall,,,,,,,,,
176,Sarah Koenig,https://en.wikipedia.org/wiki/Sarah_Koenig,49,United States,New York City, ,American,['The University of Chicago'],,['Journalist  Public radio personality  former producer of the television and radio program   This American Life'],
177,Christian Slater,https://en.wikipedia.org/wiki/Christian_Slater,49,U.S.,New York,New York City,,,,"['Actor, voice actor, producer']",
178,Josh Radnor,https://en.wikipedia.org/wiki/Josh_Radnor,44,U.S.,Ohio,Columbus,,"[['Kenyon College', 'New York University']]",,['Actor filmmaker musician'],
179,Steven Tyler,https://en.wikipedia.org/wiki/Steven_Tyler,70,U.S.,New York,Manhattan,,,,['Singer  songwriter  musician  actor  talent judge'],
180,Gaby Hoffmann,https://en.wikipedia.org/wiki/Gaby_Hoffmann,36,U.S.,New York,New York City,,"['Bard College', '2004']","['Buckley School', 'Calabasas High School', '2']",['Actress'],
181,Donald Rumsfeld,https://en.wikipedia.org/wiki/Donald_Rumsfeld,86,U.S.,, ,,,"['Princeton University', 'BA', 'Case Western Reserve University', 'Georgetown University']",,Republican
182,Russell Westbrook,https://en.wikipedia.org/wiki/Russell_Westbrook,29,California,Long Beach, ,American,,,,
183,Laurence Fishburne,https://en.wikipedia.org/wiki/Laurence_Fishburne,57,U.S.,Georgia,Augusta,,,,['Actor  producer  playwright  screenwriter  film director'],
184,Chris Pine,https://en.wikipedia.org/wiki/Chris_Pine,38,U.S.,California,Los Angeles,,['UC Berkeley'],,['Actor'],
185,Danielle Brooks,https://en.wikipedia.org/wiki/Danielle_Brooks,29,U.S.,Georgia,Augusta,,,"['Juilliard School', 'BFA']","['Actress,', 'singer']",
186,Josh Brolin,https://en.wikipedia.org/wiki/Josh_Brolin,50,U.S.,California,Santa Monica,,,,['Actor'],
187,John Dickerson,https://en.wikipedia.org/wiki/John_Dickerson_(journalist),50,U.S.,D.C.,Washington,,['University of Virginia'],['Sidwell Friends School'],['Journalist  television host'],
188,Erin Brockovich,https://en.wikipedia.org/wiki/Erin_Brockovich,58,US,Kansas,Lawrence,,,,['Environmental activist'],
189,John Travolta,https://en.wikipedia.org/wiki/John_Travolta,64,U.S.,New Jersey,Englewood,,,,"['Actor, producer, singer, dancer']",
190,Courtney B. Vance,https://en.wikipedia.org/wiki/Courtney_B._Vance,58,U.S.,Michigan,Detroit,,,,['Actor'],
191,Amy Cuddy,https://en.wikipedia.org/wiki/Amy_Cuddy,,Pennsylvania,Robesonia, ,American,"['University of Colorado', 'Princeton University']",,,
192,David Schwimmer,https://en.wikipedia.org/wiki/David_Schwimmer,51,U.S.,New York,Queens,,"['Northwestern University', 'B.A.']",['Beverly Hills High School'],"['Actor, producer, director']",
193,Joel Osteen,https://en.wikipedia.org/wiki/Joel_Osteen,55,Texas,Houston, ,American,"['Oral Roberts University', 'Oklahoma']",,,
194,Dr. Phil,https://en.wikipedia.org/wiki/Phil_McGraw,68,U.S.,Oklahoma,Vinita,,"[['Midwestern State University', 'BA', 'University of North Texas', 'MA ,  PhD']]",,['Television host'],
195,Mark,https://en.wikipedia.org/wiki/Mark_Duplass,41,U.S.,Louisiana,New Orleans,,,,['Film director  producer  screenwriter  actor  musician  author'],
196,Jay Duplass,https://en.wikipedia.org/wiki/Jay_Duplass,45,U.S.,Louisiana,New Orleans,,,,['Film director  film producer  writer  actor  author'],
197,Michael Eric Dyson,https://en.wikipedia.org/wiki/Michael_Eric_Dyson,60,U.S.,Michigan,Detroit,American,,"['Knoxville College', 'CarsonNewman College  BA, 1985', 'Princeton University', 'MA, 1991', 'Princeton University PhD, 1993']","['Author, Professor']",
198,Michael Strahan,https://en.wikipedia.org/wiki/Michael_Strahan,,,,,,,,,
